Probe	UNQ	Reference	Name	Description	Category	Highest Immune Level	Immune/Non-Immune Ratio
213038_at	UNQ9301	LL:127544	FLJ90005	hypothetical protein FLJ90005	Myeloid	2547	4.08
35254_at	UNQ13751	LL:10906	FLN29	FLN29 gene product	Dendritic Cell	5029	6.49
243196_s_at	UNQ13751	LL:10906	FLN29	FLN29 gene product	Dendritic Cell	3324	5.63
202837_at	UNQ13751	LL:10906	FLN29	FLN29 gene product	Dendritic Cell	3249	16.25
201350_at	UNQ2016	LL:2319	FLOT2	flotillin 2	Multiple	5869	3.82
204789_at	UNQ21023	LL:752	FMNL1	formin-like 1	Multiple	2810	7.59
213940_s_at	UNQ9085	LL:23048	FNBP1	formin binding protein 1	Multiple	3391	9.69
227649_s_at	UNQ11607	LL:23380	FNBP2	formin binding protein 2	Dendritic Cell	4687	5.15
213729_at	UNQ11439	LL:55660	FNBP3	formin binding protein 3	Multiple	3749	4.1
214941_s_at	UNQ11439	LL:55660	FNBP3	formin binding protein 3	Multiple	2401	5
205119_s_at	UNQ11216	LL:2357	FPR1	formyl peptide receptor 1	Myeloid	31297	24.36
210773_s_at	UNQ2387	LL:2358	FPRL1	formyl peptide receptor-like 1	Neutrophil	4188	14.69
210772_at	UNQ2387	LL:2358	FPRL1	formyl peptide receptor-like 1	Myeloid	3460	11.93
230422_at	UNQ17120	LL:2359	FPRL2	formyl peptide receptor-like 2	Myeloid	21428	12.72
214560_at	UNQ17120	LL:2359	FPRL2	formyl peptide receptor-like 2	Myeloid	5387	14.76
219889_at	UNQ12084	LL:10023	FRAT1	frequently rearranged in advanced T-cell lymphomas	Myeloid	2867	6.37
209864_at	UNQ8296	LL:23401	FRAT2	frequently rearranged in advanced T-cell lymphomas 2	Neutrophil	7645	10.92
235372_at	UNQ291	LL:84824	FREB	Fc receptor homolog expressed in B cells	B Cell	5850	9.14
235400_at	UNQ291	LL:84824	FREB	Fc receptor homolog expressed in B cells	B Cell	3423	27.38
235401_s_at	UNQ291	LL:84824	FREB	Fc receptor homolog expressed in B cells	B Cell	2271	23.91
201564_s_at	UNQ9858	LL:6624	FSCN1	"fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)"	Dendritic Cell	10257	25.02
210933_s_at	UNQ9858	LL:6624	FSCN1	"fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)"	Dendritic Cell	9953	22.88
225520_at	UNQ16577	LL:25902	FTHFSDC1	formyltetrahydrofolate synthetase domain containing 1	T Cell	5091	3.61
217370_x_at	UNQ14694	LL:2521	FUS	fusion (involved in t(12;16) in malignant liposarcoma)	Lymphocyte	2301	3.46
226347_at	UNQ13325	LL:170384	FUT11	"fucosyltransferase 11 (alpha (1,3) fucosyltransferase)"	Multiple	9179	4.67
218084_x_at	UNQ2561	LL:53827	FXYD5	FXYD domain containing ion transport regulator 5	Multiple	10685	4.65
227266_s_at	UNQ4494	LL:2533	FYB	FYN binding protein (FYB-120/130)	Multiple	11855	9.76
211795_s_at	UNQ4494	LL:2533	FYB	FYN binding protein (FYB-120/130)	Multiple	7040	26.57
205285_s_at	UNQ4494	LL:2533	FYB	FYN binding protein (FYB-120/130)	Multiple	2573	17.74
211794_at	UNQ4494	LL:2533	FYB	FYN binding protein (FYB-120/130)	Myeloid	2517	16.24
216033_s_at	UNQ2083	LL:2534	FYN	"FYN oncogene related to SRC, FGR, YES"	Multiple	4558	5.09
204415_at	UNQ1680	LL:2537	G1P3	"interferon, alpha-inducible protein (clone IFI-6-16)"	Dendritic Cell	3640	4.44
202275_at	UNQ2722	LL:2539	G6PD	glucose-6-phosphate dehydrogenase	Multiple	4777	11.24
218871_x_at	UNQ5805	LL:55454	GALNACT-2	chondroitin sulfate GalNAcT-2	Multiple	2173	5.17
242586_at	UNQ16486	LL:253959	GARNL1	GTPase activating RANGAP domain-like 1	Myeloid	2762	5.88
242807_at	UNQ16486	LL:253959	GARNL1	GTPase activating RANGAP domain-like 1	Myeloid	2665	4.68
202269_x_at	UNQ5302	LL:2633	GBP1	"guanylate binding protein 1, interferon-inducible, 67kDa"	Multiple	10553	6.99
202270_at	UNQ5302	LL:2633	GBP1	"guanylate binding protein 1, interferon-inducible, 67kDa"	Multiple	3300	5.04
242907_at	UNQ3640	LL:2634	GBP2	"guanylate binding protein 2, interferon-inducible"	Multiple	6583	6.01
229625_at	UNQ2427	LL:115362	GBP5	guanylate binding protein 5	Multiple	9011	12.01
238581_at	UNQ2427	LL:115362	GBP5	guanylate binding protein 5	Multiple	4588	13.9
203765_at	UNQ13573	LL:25801	GCA	"grancalcin, EF-hand calcium binding protein"	Myeloid	11308	19.17
210260_s_at	UNQ17040	LL:25816	GG2-1	TNF-induced protein	Multiple	8742	12.86
208296_x_at	UNQ17040	LL:25816	GG2-1	TNF-induced protein	Multiple	6699	9.57
224553_s_at	UNQ319	LL:8784	GITR	"tumor necrosis factor receptor superfamily, member 18"	Lymphocyte	5338	18.41
223851_s_at	UNQ319	LL:8784	GITR	"tumor necrosis factor receptor superfamily, member 18"	Lymphocyte	4733	5.57
223278_at	UNQ5268	LL:2706	GJB2	"gap junction protein, beta 2, 26kDa (connexin 26)"	Monocyte	8695	4.48
214430_at	UNQ1055	LL:2717	GLA	"galactosidase, alpha"	Myeloid	6938	6.06
225706_at	UNQ12360	LL:113263	GLCCI1		Lymphocyte	24268	10.2
227525_at	UNQ12360	LL:113263	GLCCI1		Lymphocyte	10517	7.82
225700_at	UNQ12360	LL:113263	GLCCI1		Lymphocyte	3393	6.34
226136_at	UNQ5305	LL:11010	GLIPR1	GLI pathogenesis-related 1 (glioma)	Multiple	7965	6.42
226142_at	UNQ5305	LL:11010	GLIPR1	GLI pathogenesis-related 1 (glioma)	Multiple	7816	8.02
214085_x_at	UNQ5305	LL:11010	GLIPR1	GLI pathogenesis-related 1 (glioma)	Multiple	6055	7.17
204222_s_at	UNQ5305	LL:11010	GLIPR1	GLI pathogenesis-related 1 (glioma)	Multiple	3696	10.13
223079_s_at	UNQ14299	LL:2744	GLS	glutaminase	Multiple	3843	3.71
212737_at	UNQ1775	LL:2760	GM2A	GM2 ganglioside activator protein	Myeloid	15601	7.17
35820_at	UNQ1775	LL:2760	GM2A	GM2 ganglioside activator protein	Myeloid	12946	9.45
235678_at	UNQ1775	LL:2760	GM2A	GM2 ganglioside activator protein	Myeloid	9045	8.61
209727_at	UNQ1775	LL:2760	GM2A	GM2 ganglioside activator protein	Myeloid	4592	24.82
33646_g_at	UNQ1775	LL:2760	GM2A	GM2 ganglioside activator protein	Myeloid	4543	21.13
215891_s_at	UNQ1775	LL:2760	GM2A	GM2 ganglioside activator protein	Myeloid	4491	32.08
202543_s_at	UNQ9437	LL:2764	GMFB	"glia maturation factor, beta"	Myeloid	2086	5.15
218913_s_at	UNQ14897	LL:51291	GMIP	Gem-interacting protein	Multiple	2002	6.36
219920_s_at	UNQ14777	LL:29925	GMPPB	GDP-mannose pyrophosphorylase B	Lymphocyte	2648	4.57
205349_at	UNQ13926	LL:2769	GNA15	"guanine nucleotide binding protein (G protein), alpha 15 (Gq class)"	Monocyte	3895	11.63
229274_at	UNQ2680	LL:2778	GNAS	GNAS complex locus	Multiple	3442	7.91
223488_s_at	UNQ9902	LL:59345	GNB4	"guanine nucleotide binding protein (G protein), beta polypeptide 4"	Multiple	2538	8.32
201921_at	UNQ9200	LL:2790	GNG10	"guanine nucleotide binding protein (G protein), gamma 10"	Myeloid	9451	5.08
224964_s_at	UNQ11246	LL:54331	GNG2	"guanine nucleotide binding protein (G protein), gamma 2"	Lymphocyte	18538	5.09
224965_at	UNQ18740	LL:54331	GNG2	"guanine nucleotide binding protein (G protein), gamma 2"	Multiple	3634	7.13
206896_s_at	UNQ13839	LL:2788	GNG7	"guanine nucleotide binding protein (G protein), gamma 7"	B Cell	2083	4.96
205495_s_at	UNQ1723	LL:10578	GNLY	granulysin	Lymphocyte	22991	49.44
37145_at	UNQ1723	LL:10578	GNLY	granulysin	Lymphocyte	18699	37.03
230207_s_at	UNQ1486	LL:2796	GNRH1	gonadotropin-releasing hormone 1 (leutinizing-releasing hormone)	Myeloid	4586	4.8
230206_at	UNQ1486	LL:2796	GNRH1	gonadotropin-releasing hormone 1 (leutinizing-releasing hormone)	Myeloid	3473	6.88
212335_at	UNQ1660	LL:2799	GNS	glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)	Myeloid	5644	4.24
203676_at	UNQ1660	LL:2799	GNS	glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)	Myeloid	2407	7.52
205220_at	UNQ2382	LL:8843	GPR109B	putative chemokine receptor	Myeloid	9521	11.33
229971_at	UNQ2524	LL:221188	GPR114	G protein-coupled receptor 114	Lymphocyte	2332	11.1
223887_at	UNQ9480	LL:29933	GPR132	G protein-coupled receptor 132	Multiple	4767	47.67
208524_at	UNQ13586	LL:2838	GPR15	G protein-coupled receptor 15	T Cell	2071	5.83
210279_at	UNQ5306	LL:2841	GPR18	G protein-coupled receptor 18	Lymphocyte	2051	17.83
227769_at	UNQ10063	LL:2850	GPR27	G protein-coupled receptor 27	Neutrophil	8851	3.47
221345_at	UNQ9567	LL:2867	GPR43	G protein-coupled receptor 43	Neutrophil	3755	46.94
214467_at	UNQ7682	LL:8477	GPR65	G protein-coupled receptor 65	Multiple	2488	6.3
229055_at	UNQ9496	LL:8111	GPR68	G protein-coupled receptor 68	Multiple	8943	6.41
223767_at	UNQ12278	LL:53831	GPR84	G protein-coupled receptor 84	Monocyte	8866	24.63
220005_at	UNQ8363	LL:53829	GPR86	G protein-coupled receptor 86	Myeloid	7096	28.96
221297_at	UNQ17342	LL:55507	GPRC5D	"G protein-coupled receptor, family C, group 5, member D"	B Cell	2063	5.03
205068_s_at	UNQ16752	LL:23092	GRAF	GTPase regulator associated with focal adhesion kinase pp125(FAK)	Myeloid	2161	6
223049_at	UNQ4479	LL:2885	GRB2	growth factor receptor-bound protein 2	Multiple	11930	3.43
215075_s_at	UNQ4479	LL:2885	GRB2	growth factor receptor-bound protein 2	Multiple	3355	4.86
212090_at	UNQ5052	LL:2907	GRINA	"glutamate receptor, ionotropic, N-methyl D-asparate-associated protein 1 (glutamate binding)"	Myeloid	4763	3.39
201520_s_at	UNQ14996	LL:2926	GRSF1	G-rich RNA sequence binding factor 1	Dendritic Cell	10185	5.11
201501_s_at	UNQ14996	LL:2926	GRSF1	G-rich RNA sequence binding factor 1	Dendritic Cell	3823	4
214040_s_at	UNQ1659	LL:2934	GSN	"gelsolin (amyloidosis, Finnish type)"	Myeloid	4644	4.94
215438_x_at	UNQ7163	LL:2935	GSPT1	G1 to S phase transition 1	Multiple	2618	3.44
225433_at	UNQ17928	LL:2957	GTF2A1	"general transcription factor IIA, 1, 19/37kDa"	Multiple	4472	3.7
213835_x_at	UNQ17461	LL:84705	GTPBP3	GTP binding protein 3 (mitochondrial)	Multiple	2697	4.18
218238_at	UNQ16707	LL:23560	GTPBP4	GTP binding protein 4	Lymphocyte	2290	4.82
218239_s_at	UNQ16707	LL:23560	GTPBP4	GTP binding protein 4	Lymphocyte	2000	4
205488_at	UNQ1213	LL:3001	GZMA	"granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3)"	Lymphocyte	16742	27.9
210164_at	UNQ982	LL:3002	GZMB	"granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)"	Lymphocyte	21059	49.55
210321_at	UNQ1214	LL:2999	GZMH	"granzyme H (cathepsin G-like 2, protein h-CCPX)"	Lymphocyte	9472	33.24
206666_at	UNQ1669	LL:3003	GZMK	"granzyme K (serine protease, granzyme 3; tryptase II)"	T Cell	8018	19.8
207460_at	UNQ1406	LL:3004	GZMM	granzyme M (lymphocyte met-ase 1)	Lymphocyte	2672	17.81
205436_s_at	UNQ20564	LL:3014	H2AFX	"H2A histone family, member X"	T Cell	4990	4.56
214501_s_at	UNQ4004	LL:9555	H2AFY	"H2A histone family, member Y"	Multiple	6207	3.48
229593_at	UNQ4004	LL:9555	H2AFY	"H2A histone family, member Y"	Multiple	4341	3.59
200853_at	UNQ30638	LL:3015	H2AFZ	"H2A histone family, member Z"	Multiple	10662	3.73
213554_s_at	UNQ8098	LL:55573	H41	hypothetical protein H41	Multiple	2043	4.09
226160_at	UNQ15748	LL:9563	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	Dendritic Cell	9912	3.57
207651_at	UNQ8841	LL:29909	H963	platelet activating receptor homolog	Multiple	4507	26.51
235458_at	UNQ845	LL:26762	HAVCR1		Multiple	8452	10.31
208018_s_at	UNQ7970	LL:3055	HCK	hemopoietic cell kinase	Myeloid	11031	9.19
202957_at	UNQ14408	LL:3059	HCLS1	hematopoietic cell-specific Lyn substrate 1	Multiple	13812	7.63
223640_at	UNQ587	LL:10870	HCST	hematopoietic cell signal transducer	Multiple	13048	5.84
228266_s_at	UNQ6008	LL:50810	HDGFRP3	"hepatoma-derived growth factor, related protein 3"	T Cell	4228	5.19
218603_at	UNQ6288	LL:51696	HECA		Multiple	5819	4.34
231929_at	UNQ16390	LL:22807	helios-3	"zinc finger protein, subfamily 1A, 2 (Helios)"	Lymphocyte	4638	12.54
227350_at	UNQ4774	LL:3070	HELLS	"helicase, lymphoid-specific"	Lymphocyte	2878	10.66
223556_at	UNQ4774	LL:3070	HELLS	"helicase, lymphoid-specific"	Lymphocyte	2448	7.1
242890_at	UNQ4774	LL:3070	HELLS	"helicase, lymphoid-specific"	Lymphocyte	2194	6.75
238668_at	UNQ5408	LL:3071	HEM1	hematopoietic protein 1	Multiple	4942	4.53
209734_at	UNQ5408	LL:3071	HEM1	hematopoietic protein 1	Multiple	3579	5.46
221756_at	UNQ231	LL:113791	HGFL	HGFL gene	T Cell	8786	10.98
221757_at	UNQ231	LL:113791	HGLF	HGFL gene	Lymphocyte	6561	9.31
229367_s_at	UNQ16790	LL:79765	hIAN2	human immune associated nucleotide 2	Multiple	9861	4.02
219777_at	UNQ16790	LL:79765	hIAN2	human immune associated nucleotide 2	Lymphocyte	4385	5.77
228071_at	UNQ8621	LL:168537	hIAN7	immune associated nucleotide	Multiple	7031	5.72
227346_at	UNQ4987	LL:10320	hIk-1	"zinc finger protein, subfamily 1A, 1 (Ikaros)"	Multiple	12665	12.24
227344_at	UNQ4987	LL:10320	hIk-1	"zinc finger protein, subfamily 1A, 1 (Ikaros)"	Multiple	4869	6.76
232024_at	UNQ11989	LL:26157	HIMAP2	immunity associated protein 2	Multiple	7225	6.78
219243_at	UNQ16786	LL:55303	HIMAP4	immunity associated protein 4	Multiple	3257	4.02
212291_at	UNQ7161	LL:204851	HIPK1	homeodomain interacting protein kinase 1	Multiple	2168	3.47
225115_at	UNQ10590	LL:28996	HIPK2	homeodomain interacting protein kinase 2	Multiple	6820	3.54
205936_s_at	UNQ14565	LL:3101	HK3	hexokinase 3 (white cell)	Myeloid	4312	16.91
211530_x_at	UNQ11885	LL:3105	HLA-A	"major histocompatibility complex, class I, A"	Multiple	13489	3.81
205671_s_at	UNQ2201	LL:3112	HLA-DOB	"major histocompatibility complex, class II, DO beta"	Multiple	3883	19.91
213537_at	UNQ2343	LL:3113	HLA-DPA1	"major histocompatibility complex, class II, DP alpha 1"	Multiple	5367	5.26
236203_at	UNQ2286	LL:3117	HLA-DQ-alpha	"major histocompatibility complex, class II, DQ alpha 1"	Dendritic Cell	3638	3.53
221491_x_at	UNQ17377	LL:3119	HLA-DRB3	"major histocompatibility complex, class II, DQ beta 1"	Multiple	5384	8.1
238900_at	UNQ17377	LL:3119	HLA-DRB3	"major histocompatibility complex, class II, DQ beta 1"	Dendritic Cell	2709	7.13
209480_at	UNQ2337	LL:3126	HLA-DRB4	"major histocompatibility complex, class II, DR beta 4"	Dendritic Cell	3904	4.94
214438_at	UNQ10121	LL:3142	HLX1	H2.0-like homeo box 1 (Drosophila)	Myeloid	2498	4.46
210719_s_at	UNQ18351	LL:10362	HMG20B	high-mobility group 20B	Dendritic Cell	4418	4.02
200679_x_at	UNQ2675	LL:3146	HMGB1	high-mobility group box 1	Lymphocyte	6870	3.56
208808_s_at	UNQ7973	LL:3148	HMGB2	high-mobility group box 2	Multiple	7365	4.53
207165_at	UNQ2205	LL:3161	HMMR	hyaluronan-mediated motility receptor (RHAMM)	T Cell	2273	8.12
203665_at	UNQ5710	LL:3162	HMOX1	heme oxygenase (decycling) 1	Dendritic Cell	7636	3.46
200014_s_at	UNQ2369	LL:3183	HNRPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	Multiple	12510	3.47
200073_s_at	UNQ1853	LL:3184	HNRPD	"heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)"	Multiple	15284	4.32
236000_s_at	UNQ1853	LL:3184	HNRPD	"heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)"	Multiple	2840	6.76
208765_s_at	UNQ14627	LL:10236	HNRPR	heterogeneous nuclear ribonucleoprotein R	Multiple	4675	3.98
227220_at	UNQ18637	LL:152518	HOZFP	ovarian zinc finger protein	Dendritic Cell	6318	10.11
222881_at	UNQ16725	LL:10855	HPSE	heparanase	Myeloid	2557	8.25
228725_x_at	UNQ14509	LL:3275	HRMT1L1	HMT1 hnRNP methyltransferase-like 1 (S. cerevisiae)	Multiple	7170	3.73
227361_at	UNQ17767	LL:9953	HS3ST3B1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1	Monocyte	7986	3.52
208757_at	UNQ3107	LL:54732	HSGP25L2G	gp25L2 protein	Multiple	4362	3.46
213418_at	UNQ13721	LL:3310	HSPA6	heat shock 70kDa protein 6 (HSP70B')	Myeloid	8125	15.33
117_at	UNQ13721	LL:3310	HSPA6	heat shock 70kDa protein 6 (HSP70B')	Neutrophil	3237	8.75
223559_s_at	UNQ17554	LL:58493	HSPC043	HSPC043 protein	Multiple	7750	5.24
226897_s_at	UNQ17677	LL:29066	HSPC055	zinc-finger protein AY163807	Multiple	2942	3.68
223229_at	UNQ10662	LL:29089	HSPC150	HSPC150 protein similar to ubiquitin-conjugating enzyme	T Cell	5414	6.64
223113_at	UNQ4556	LL:51524	HSPC196	hypothetical protein HSPC196	Myeloid	7484	6.45
224567_x_at	UNQ21067	LL:3320	HSPCA		Multiple	23571	8.51
202776_at	UNQ14460	LL:30836	HSU15552	acidic 82 kDa protein mRNA	Multiple	4282	3.43
226711_at	UNQ16497	LL:3344	HTLF	human T-cell leukemia virus enhancer factor	Multiple	12423	7.02
223569_at	UNQ12345	LL:84513	HTPAP	HTPAP protein	B Cell	5762	4.16
64064_at	UNQ11302	LL:55340	IAN4L1	immune associated nucleotide 4 like 1 (mouse)	Lymphocyte	6493	3.67
213620_s_at	UNQ1675	LL:3384	ICAM2	intercellular adhesion molecule 2	Lymphocyte	10447	4.99
204683_at	UNQ1675	LL:3384	ICAM2	intercellular adhesion molecule 2	Lymphocyte	6150	4.61
204949_at	UNQ44	LL:3385	ICAM3	intercellular adhesion molecule 3	Multiple	15131	17.19
210439_at	UNQ2965	LL:29851	ICOS	inducible T-cell co-stimulator	T Cell	2265	34.85
228976_at	UNQ6798	LL:23308	ICOSL	inducible T-cell co-stimulator ligand	Myeloid	2110	5.94
204057_at	UNQ7978	LL:3394	ICSBP1	interferon consensus sequence binding protein 1	Multiple	6287	5.54
242352_at	UNQ16701	LL:25836	IDN3	IDN3 protein	Multiple	2467	6.85
206342_x_at	UNQ1229	LL:3423	IDS	iduronate 2-sulfatase (Hunter syndrome)	Multiple	3494	5.59
201631_s_at	UNQ5180	LL:8870	IER3	immediate early response 3	Monocyte	31166	7.88
218611_at	UNQ7203	LL:51278	IER5	immediate early response 5	Multiple	8297	6.29
208965_s_at	UNQ13881	LL:3428	IFI16	"interferon, gamma-inducible protein 16"	Multiple	4385	7.9
240413_at	UNQ16434	LL:3428	IFI16	"interferon, gamma-inducible protein 16"	Lymphocyte	4337	24.09
209417_s_at	UNQ13680	LL:3430	IFI35	interferon-induced protein 35	Multiple	4559	4.2
214453_s_at	UNQ14102	LL:10561	IFI44	interferon-induced protein 44	Multiple	3039	3.68
203153_at	UNQ14292	LL:3434	IFIT1	interferon-induced protein with tetratricopeptide repeats 1	Dendritic Cell	4846	4.89
226757_at	UNQ21425	LL:3433	IFIT2	interferon-induced protein with tetratricopeptide repeats 2	Myeloid	11873	9.81
217502_at	UNQ21425	LL:3433	IFIT2	interferon-induced protein with tetratricopeptide repeats 2	Multiple	4201	9.55
229450_at	UNQ13624	LL:3437	IFIT4	interferon-induced protein with tetratricopeptide repeats 4	Multiple	31621	8.42
204747_at	UNQ13624	LL:3437	IFIT4	interferon-induced protein with tetratricopeptide repeats 4	Multiple	6588	9.28
214486_x_at	UNQ5394	LL:8519	IFITM1	interferon induced transmembrane protein 1 (9-27)	Myeloid	3513	4.26
204785_x_at	UNQ494	LL:3455	IFNAR2	"interferon (alpha, beta and omega) receptor 2"	Multiple	3955	5.82
210354_at	UNQ2	LL:3458	IFNG	"interferon, gamma"	Lymphocyte	19519	90.79
242903_at	UNQ1678	LL:3459	IFNGR1	interferon gamma receptor 1	Myeloid	3680	4.6
230048_at	UNQ2662	LL:3475	IFRD1	interferon-related developmental regulator 1	Multiple	2707	4.79
201393_s_at	UNQ1716	LL:3482	IGF2R	insulin-like growth factor 2 receptor	Multiple	6168	5.51
201392_s_at	UNQ1716	LL:3482	IGF2R	insulin-like growth factor 2 receptor	Multiple	4774	7.64
206420_at	UNQ11875	LL:10261	IGSF6	"immunoglobulin superfamily, member 6"	Myeloid	6841	23.19
241068_at	UNQ11875	LL:10261	IGSF6	"immunoglobulin superfamily, member 6"	Myeloid	4798	26.66
229067_at	UNQ12384	HSVKI15	IgV(K)		Multiple	12000	7.74
204912_at	UNQ1437	LL:3587	IL10RA	"interleukin 10 receptor, alpha"	Multiple	6783	6.46
207901_at	UNQ82	LL:3593	IL12B	"interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)"	Myeloid	3488	46.51
211612_s_at	UNQ1438	LL:3597	IL13RA1	"interleukin 13 receptor, alpha 1"	Myeloid	3662	4.11
210904_s_at	UNQ1438	LL:3597	IL13RA1	"interleukin 13 receptor, alpha 1"	Myeloid	3008	5.9
205992_s_at	UNQ77	LL:3600	IL15	interleukin 15	Myeloid	2175	6.04
209827_s_at	UNQ825	LL:3603	IL16	interleukin 16 (lymphocyte chemoattractant factor)	Multiple	3080	4.97
234408_at	UNQ6129	LL:112744	IL17F	interleukin 17F	T Cell	17279	59.58
229295_at	UNQ6818	LL:23765	IL17R	interleukin 17 receptor	Myeloid	21283	11.63
229101_at	UNQ6818	LL:23765	IL17R	interleukin 17 receptor	Myeloid	10584	6.08
205707_at	UNQ6818	LL:23765	IL17R	interleukin 17 receptor	Multiple	3162	5.02
228685_at	UNQ6818	LL:23765	IL17R	interleukin 17 receptor	Myeloid	3093	4.48
207072_at	UNQ5959	LL:8807	IL18RAP	interleukin 18 receptor accessory protein	Multiple	5596	21.95
220745_at	UNQ889	LL:29949	IL19	interleukin 19	Monocyte	8012	18.63
210118_s_at	UNQ64	LL:3552	IL1A	"interleukin 1, alpha"	Monocyte	15727	92.51
205067_at	UNQ65	LL:3553	IL1B	"interleukin 1, beta"	Monocyte	50270	36.96
39402_at	UNQ65	LL:3553	IL1B	"interleukin 1, beta"	Monocyte	38016	48.43
220322_at	UNQ2456	LL:56300	IL1F9	"interleukin 1 family, member 9"	Monocyte	8757	72.97
212657_s_at	UNQ1492	LL:3557	IL1RN	interleukin 1 receptor antagonist	Monocyte	21885	8.9
216243_s_at	UNQ1492	LL:3557	IL1RN	interleukin 1 receptor antagonist	Monocyte	12539	12
212659_s_at	UNQ1492	LL:3557	IL1RN	interleukin 1 receptor antagonist	Monocyte	10714	9.92
237753_at	UNQ3121	LL:50615	IL21R	interleukin 21 receptor	Multiple	2024	4.5
222974_at	UNQ3099	LL:50616	IL22	interleukin 22	T Cell	5021	50.21
220054_at	UNQ2498	LL:51561	IL23A	"interleukin 23, alpha subunit p19"	Multiple	2629	14.21
206569_at	UNQ1455	LL:11009	IL24	interleukin 24	Monocyte	4500	100
211269_s_at	UNQ921	LL:3559	IL2RA	"interleukin 2 receptor, alpha"	Multiple	5856	18.89
206341_at	UNQ921	LL:3559	IL2RA	"interleukin 2 receptor, alpha"	Multiple	4408	97.96
205291_at	UNQ1439	LL:3560	IL2RB	"interleukin 2 receptor, beta"	Lymphocyte	16533	20.54
204116_at	UNQ1440	LL:3561	IL2RG	"interleukin 2 receptor, gamma (severe combined immunodeficiency)"	Multiple	8868	5.76
206148_at	UNQ922	LL:3563	IL3RA	"interleukin 3 receptor, alpha (low affinity)"	Monocyte	3384	25.07
230966_at	UNQ636	LL:259307	IL4I1	interleukin 4 induced 1	Multiple	8334	23.48
203233_at	UNQ1441	LL:3566	IL4R	interleukin 4 receptor	Multiple	7295	5.61
205207_at	UNQ70	LL:3569	IL6	"interleukin 6 (interferon, beta 2)"	Monocyte	18263	6.61
226333_at	UNQ923	LL:3570	IL6R	interleukin 6 receptor	Myeloid	10043	3.59
205945_at	UNQ923	LL:3570	IL6R	interleukin 6 receptor	Myeloid	4876	7.07
205798_at	UNQ1442	LL:3575	IL7R	interleukin 7 receptor	Multiple	19448	12.08
202859_x_at	UNQ74	LL:3576	IL8	interleukin 8	Multiple	42335	11.16
211506_s_at	UNQ74	LL:3576	IL8	interleukin 8	Myeloid	31675	45.25
207094_at	UNQ6836	LL:3577	IL8RA	"interleukin 8 receptor, alpha"	Neutrophil	6703	16.76
207008_at	UNQ6837	LL:3579	IL8RB	"interleukin 8 receptor, beta"	Neutrophil	12028	57.28
208193_at	UNQ72	LL:3578	IL9	interleukin 9	T Cell	5612	74.83
200052_s_at	UNQ14596	LL:3608	ILF2	"interleukin enhancer binding factor 2, 45kDa"	Multiple	10831	4.13
244766_at	UNQ26957	LL:387254	IMAA		Multiple	2144	4.01
236401_at	UNQ13200	LL:170575	IMAP1	immunity associated protein 1	Multiple	3077	5
